"","time","PDO","index"
"104","1958-07-01T00:00:00Z","0.53","PDO"
"105","1958-08-01T00:00:00Z","1.17","PDO"
"106","1958-09-01T00:00:00Z","1.02","PDO"
"107","1958-10-01T00:00:00Z","0.43","PDO"
"108","1958-11-01T00:00:00Z","0.43","PDO"
"109","1958-12-01T00:00:00Z","1.18","PDO"
"110","1959-01-01T00:00:00Z","1.09","PDO"
"111","1959-02-01T00:00:00Z","0.55","PDO"
"112","1959-03-01T00:00:00Z","0.11","PDO"
"113","1959-04-01T00:00:00Z","0.03","PDO"
"114","1959-05-01T00:00:00Z","0.16","PDO"
"115","1959-06-01T00:00:00Z","0.2","PDO"
"116","1959-07-01T00:00:00Z","-0.24","PDO"
"117","1959-08-01T00:00:00Z","-0.19","PDO"
"118","1959-09-01T00:00:00Z","-0.38","PDO"
"119","1959-10-01T00:00:00Z","0.89","PDO"
"120","1959-11-01T00:00:00Z","1.14","PDO"
"121","1959-12-01T00:00:00Z","0.91","PDO"
"122","1960-01-01T00:00:00Z","0.32","PDO"
"123","1960-02-01T00:00:00Z","0.72","PDO"
"124","1960-03-01T00:00:00Z","0.51","PDO"
"125","1960-04-01T00:00:00Z","0.53","PDO"
"126","1960-05-01T00:00:00Z","0.75","PDO"
"127","1960-06-01T00:00:00Z","1.03","PDO"
"128","1960-07-01T00:00:00Z","-0.29","PDO"
"129","1960-08-01T00:00:00Z","0.03","PDO"
"130","1960-09-01T00:00:00Z","-0.68","PDO"
"131","1960-10-01T00:00:00Z","-0.17","PDO"
"132","1960-11-01T00:00:00Z","-0.01","PDO"
"133","1960-12-01T00:00:00Z","0.16","PDO"
"134","1961-01-01T00:00:00Z","1.02","PDO"
"135","1961-02-01T00:00:00Z","1.15","PDO"
"136","1961-03-01T00:00:00Z","1.01","PDO"
"137","1961-04-01T00:00:00Z","0.62","PDO"
"138","1961-05-01T00:00:00Z","-0.2","PDO"
"139","1961-06-01T00:00:00Z","-0.58","PDO"
"140","1961-07-01T00:00:00Z","-0.87","PDO"
"141","1961-08-01T00:00:00Z","-0.63","PDO"
"142","1961-09-01T00:00:00Z","-1.06","PDO"
"143","1961-10-01T00:00:00Z","-1.72","PDO"
"144","1961-11-01T00:00:00Z","-1.25","PDO"
"145","1961-12-01T00:00:00Z","-1.75","PDO"
"146","1962-01-01T00:00:00Z","-1.12","PDO"
"147","1962-02-01T00:00:00Z","-0.91","PDO"
"148","1962-03-01T00:00:00Z","-0.94","PDO"
"149","1962-04-01T00:00:00Z","-0.85","PDO"
"150","1962-05-01T00:00:00Z","-1.11","PDO"
"151","1962-06-01T00:00:00Z","-1.86","PDO"
"152","1962-07-01T00:00:00Z","-1.91","PDO"
"153","1962-08-01T00:00:00Z","-0.71","PDO"
"154","1962-09-01T00:00:00Z","-1.43","PDO"
"155","1962-10-01T00:00:00Z","-1.53","PDO"
"156","1962-11-01T00:00:00Z","-0.32","PDO"
"157","1962-12-01T00:00:00Z","-0.32","PDO"
"158","1963-01-01T00:00:00Z","-0.09","PDO"
"159","1963-02-01T00:00:00Z","-0.01","PDO"
"160","1963-03-01T00:00:00Z","-0.28","PDO"
"161","1963-04-01T00:00:00Z","-0.21","PDO"
"162","1963-05-01T00:00:00Z","-1.07","PDO"
"163","1963-06-01T00:00:00Z","-0.75","PDO"
"164","1963-07-01T00:00:00Z","-1.21","PDO"
"165","1963-08-01T00:00:00Z","-0.97","PDO"
"166","1963-09-01T00:00:00Z","1.03","PDO"
"167","1963-10-01T00:00:00Z","0.29","PDO"
"168","1963-11-01T00:00:00Z","-0.3","PDO"
"169","1963-12-01T00:00:00Z","0.4","PDO"
"170","1964-01-01T00:00:00Z","0.31","PDO"
"171","1964-02-01T00:00:00Z","0.21","PDO"
"172","1964-03-01T00:00:00Z","-0.53","PDO"
"173","1964-04-01T00:00:00Z","-1.04","PDO"
"174","1964-05-01T00:00:00Z","-2.08","PDO"
"175","1964-06-01T00:00:00Z","-0.86","PDO"
"176","1964-07-01T00:00:00Z","-0.95","PDO"
"177","1964-08-01T00:00:00Z","-1.42","PDO"
"178","1964-09-01T00:00:00Z","-1.12","PDO"
"179","1964-10-01T00:00:00Z","-0.58","PDO"
"180","1964-11-01T00:00:00Z","-0.68","PDO"
"181","1964-12-01T00:00:00Z","-0.81","PDO"
"182","1965-01-01T00:00:00Z","-1.07","PDO"
"183","1965-02-01T00:00:00Z","-0.55","PDO"
"184","1965-03-01T00:00:00Z","-0.15","PDO"
"185","1965-04-01T00:00:00Z","-0.01","PDO"
"186","1965-05-01T00:00:00Z","-0.48","PDO"
"187","1965-06-01T00:00:00Z","-0.71","PDO"
"188","1965-07-01T00:00:00Z","-0.65","PDO"
"189","1965-08-01T00:00:00Z","0.64","PDO"
"190","1965-09-01T00:00:00Z","0.94","PDO"
"191","1965-10-01T00:00:00Z","0.51","PDO"
"192","1965-11-01T00:00:00Z","0.46","PDO"
"193","1965-12-01T00:00:00Z","0.21","PDO"
"194","1966-01-01T00:00:00Z","-0.58","PDO"
"195","1966-02-01T00:00:00Z","-0.21","PDO"
"196","1966-03-01T00:00:00Z","-0.65","PDO"
"197","1966-04-01T00:00:00Z","-0.15","PDO"
"198","1966-05-01T00:00:00Z","-0.54","PDO"
"199","1966-06-01T00:00:00Z","-0.02","PDO"
"200","1966-07-01T00:00:00Z","0.1","PDO"
"201","1966-08-01T00:00:00Z","-0.03","PDO"
"202","1966-09-01T00:00:00Z","-0.07","PDO"
"203","1966-10-01T00:00:00Z","-0.36","PDO"
"204","1966-11-01T00:00:00Z","-0.62","PDO"
"205","1966-12-01T00:00:00Z","-0.24","PDO"
"206","1967-01-01T00:00:00Z","-0.28","PDO"
"207","1967-02-01T00:00:00Z","-0.19","PDO"
"208","1967-03-01T00:00:00Z","-0.64","PDO"
"209","1967-04-01T00:00:00Z","-0.94","PDO"
"210","1967-05-01T00:00:00Z","-1.54","PDO"
"211","1967-06-01T00:00:00Z","-1.52","PDO"
"212","1967-07-01T00:00:00Z","-1.39","PDO"
"213","1967-08-01T00:00:00Z","-1.66","PDO"
"214","1967-09-01T00:00:00Z","-0.68","PDO"
"215","1967-10-01T00:00:00Z","-0.09","PDO"
"216","1967-11-01T00:00:00Z","0.06","PDO"
"217","1967-12-01T00:00:00Z","-0.9","PDO"
"218","1968-01-01T00:00:00Z","-0.85","PDO"
"219","1968-02-01T00:00:00Z","-0.32","PDO"
"220","1968-03-01T00:00:00Z","-0.0","PDO"
"221","1968-04-01T00:00:00Z","-0.61","PDO"
"222","1968-05-01T00:00:00Z","-0.7","PDO"
"223","1968-06-01T00:00:00Z","-0.07","PDO"
"224","1968-07-01T00:00:00Z","0.48","PDO"
"225","1968-08-01T00:00:00Z","0.14","PDO"
"226","1968-09-01T00:00:00Z","0.33","PDO"
"227","1968-10-01T00:00:00Z","0.08","PDO"
"228","1968-11-01T00:00:00Z","0.27","PDO"
"229","1968-12-01T00:00:00Z","0.04","PDO"
"230","1969-01-01T00:00:00Z","-0.34","PDO"
"231","1969-02-01T00:00:00Z","-0.65","PDO"
"232","1969-03-01T00:00:00Z","-0.51","PDO"
"233","1969-04-01T00:00:00Z","-0.41","PDO"
"234","1969-05-01T00:00:00Z","-0.38","PDO"
"235","1969-06-01T00:00:00Z","1.03","PDO"
"236","1969-07-01T00:00:00Z","-0.2","PDO"
"237","1969-08-01T00:00:00Z","-0.57","PDO"
"238","1969-09-01T00:00:00Z","-0.68","PDO"
"239","1969-10-01T00:00:00Z","1.27","PDO"
"240","1969-11-01T00:00:00Z","0.85","PDO"
"241","1969-12-01T00:00:00Z","1.27","PDO"
"242","1970-01-01T00:00:00Z","1.31","PDO"
"243","1970-02-01T00:00:00Z","1.28","PDO"
"244","1970-03-01T00:00:00Z","1.48","PDO"
"245","1970-04-01T00:00:00Z","0.6","PDO"
"246","1970-05-01T00:00:00Z","-0.58","PDO"
"247","1970-06-01T00:00:00Z","-0.09","PDO"
"248","1970-07-01T00:00:00Z","-0.66","PDO"
"249","1970-08-01T00:00:00Z","-1.39","PDO"
"250","1970-09-01T00:00:00Z","-1.39","PDO"
"251","1970-10-01T00:00:00Z","-1.08","PDO"
"252","1970-11-01T00:00:00Z","-0.84","PDO"
"253","1970-12-01T00:00:00Z","-1.01","PDO"
"254","1971-01-01T00:00:00Z","-1.26","PDO"
"255","1971-02-01T00:00:00Z","-1.38","PDO"
"256","1971-03-01T00:00:00Z","-1.31","PDO"
"257","1971-04-01T00:00:00Z","-1.37","PDO"
"258","1971-05-01T00:00:00Z","-1.32","PDO"
"259","1971-06-01T00:00:00Z","-1.57","PDO"
"260","1971-07-01T00:00:00Z","-2.09","PDO"
"261","1971-08-01T00:00:00Z","-0.17","PDO"
"262","1971-09-01T00:00:00Z","0.18","PDO"
"263","1971-10-01T00:00:00Z","-0.04","PDO"
"264","1971-11-01T00:00:00Z","-1.14","PDO"
"265","1971-12-01T00:00:00Z","-1.82","PDO"
"266","1972-01-01T00:00:00Z","-1.88","PDO"
"267","1972-02-01T00:00:00Z","-1.59","PDO"
"268","1972-03-01T00:00:00Z","-1.23","PDO"
"269","1972-04-01T00:00:00Z","-1.33","PDO"
"270","1972-05-01T00:00:00Z","-1.81","PDO"
"271","1972-06-01T00:00:00Z","-1.64","PDO"
"272","1972-07-01T00:00:00Z","-1.21","PDO"
"273","1972-08-01T00:00:00Z","0.21","PDO"
"274","1972-09-01T00:00:00Z","0.26","PDO"
"275","1972-10-01T00:00:00Z","0.23","PDO"
"276","1972-11-01T00:00:00Z","0.26","PDO"
"277","1972-12-01T00:00:00Z","-0.09","PDO"
"278","1973-01-01T00:00:00Z","0.18","PDO"
"279","1973-02-01T00:00:00Z","-0.07","PDO"
"280","1973-03-01T00:00:00Z","-0.32","PDO"
"281","1973-04-01T00:00:00Z","-0.74","PDO"
"282","1973-05-01T00:00:00Z","-0.94","PDO"
"283","1973-06-01T00:00:00Z","-0.98","PDO"
"284","1973-07-01T00:00:00Z","-0.71","PDO"
"285","1973-08-01T00:00:00Z","-0.77","PDO"
"286","1973-09-01T00:00:00Z","-0.36","PDO"
"287","1973-10-01T00:00:00Z","-0.8","PDO"
"288","1973-11-01T00:00:00Z","-1.13","PDO"
"289","1973-12-01T00:00:00Z","-0.91","PDO"
"290","1974-01-01T00:00:00Z","-0.87","PDO"
"291","1974-02-01T00:00:00Z","-1.31","PDO"
"292","1974-03-01T00:00:00Z","-1.06","PDO"
"293","1974-04-01T00:00:00Z","-0.5","PDO"
"294","1974-05-01T00:00:00Z","-0.52","PDO"
"295","1974-06-01T00:00:00Z","-0.42","PDO"
"296","1974-07-01T00:00:00Z","0.12","PDO"
"297","1974-08-01T00:00:00Z","0.07","PDO"
"298","1974-09-01T00:00:00Z","0.66","PDO"
"299","1974-10-01T00:00:00Z","0.15","PDO"
"300","1974-11-01T00:00:00Z","0.57","PDO"
"301","1974-12-01T00:00:00Z","0.18","PDO"
"302","1975-01-01T00:00:00Z","-0.54","PDO"
"303","1975-02-01T00:00:00Z","-0.68","PDO"
"304","1975-03-01T00:00:00Z","-0.74","PDO"
"305","1975-04-01T00:00:00Z","-1.43","PDO"
"306","1975-05-01T00:00:00Z","-1.66","PDO"
"307","1975-06-01T00:00:00Z","-1.35","PDO"
"308","1975-07-01T00:00:00Z","-0.58","PDO"
"309","1975-08-01T00:00:00Z","-0.95","PDO"
"310","1975-09-01T00:00:00Z","-1.16","PDO"
"311","1975-10-01T00:00:00Z","-1.34","PDO"
"312","1975-11-01T00:00:00Z","-1.49","PDO"
"313","1975-12-01T00:00:00Z","-1.53","PDO"
"314","1976-01-01T00:00:00Z","-1.11","PDO"
"315","1976-02-01T00:00:00Z","-0.91","PDO"
"316","1976-03-01T00:00:00Z","-1.02","PDO"
"317","1976-04-01T00:00:00Z","-0.96","PDO"
"318","1976-05-01T00:00:00Z","-0.73","PDO"
"319","1976-06-01T00:00:00Z","-1.01","PDO"
"320","1976-07-01T00:00:00Z","0.59","PDO"
"321","1976-08-01T00:00:00Z","1.43","PDO"
"322","1976-09-01T00:00:00Z","0.99","PDO"
"323","1976-10-01T00:00:00Z","1.48","PDO"
"324","1976-11-01T00:00:00Z","1.55","PDO"
"325","1976-12-01T00:00:00Z","1.32","PDO"
"326","1977-01-01T00:00:00Z","1.42","PDO"
"327","1977-02-01T00:00:00Z","1.72","PDO"
"328","1977-03-01T00:00:00Z","1.01","PDO"
"329","1977-04-01T00:00:00Z","0.3","PDO"
"330","1977-05-01T00:00:00Z","0.06","PDO"
"331","1977-06-01T00:00:00Z","0.28","PDO"
"332","1977-07-01T00:00:00Z","0.34","PDO"
"333","1977-08-01T00:00:00Z","0.35","PDO"
"334","1977-09-01T00:00:00Z","-0.32","PDO"
"335","1977-10-01T00:00:00Z","-0.48","PDO"
"336","1977-11-01T00:00:00Z","0.06","PDO"
"337","1977-12-01T00:00:00Z","0.16","PDO"
"338","1978-01-01T00:00:00Z","0.77","PDO"
"339","1978-02-01T00:00:00Z","1.06","PDO"
"340","1978-03-01T00:00:00Z","1.51","PDO"
"341","1978-04-01T00:00:00Z","1.29","PDO"
"342","1978-05-01T00:00:00Z","1.05","PDO"
"343","1978-06-01T00:00:00Z","0.54","PDO"
"344","1978-07-01T00:00:00Z","-1.21","PDO"
"345","1978-08-01T00:00:00Z","-0.45","PDO"
"346","1978-09-01T00:00:00Z","-0.47","PDO"
"347","1978-10-01T00:00:00Z","0.19","PDO"
"348","1978-11-01T00:00:00Z","0.09","PDO"
"349","1978-12-01T00:00:00Z","-0.48","PDO"
"350","1979-01-01T00:00:00Z","-0.17","PDO"
"351","1979-02-01T00:00:00Z","-0.88","PDO"
"352","1979-03-01T00:00:00Z","-0.22","PDO"
"353","1979-04-01T00:00:00Z","0.23","PDO"
"354","1979-05-01T00:00:00Z","0.87","PDO"
"355","1979-06-01T00:00:00Z","0.4","PDO"
"356","1979-07-01T00:00:00Z","0.53","PDO"
"357","1979-08-01T00:00:00Z","0.37","PDO"
"358","1979-09-01T00:00:00Z","1.08","PDO"
"359","1979-10-01T00:00:00Z","1.45","PDO"
"360","1979-11-01T00:00:00Z","0.8","PDO"
"361","1979-12-01T00:00:00Z","0.39","PDO"
"362","1980-01-01T00:00:00Z","0.45","PDO"
"363","1980-02-01T00:00:00Z","1.06","PDO"
"364","1980-03-01T00:00:00Z","1.16","PDO"
"365","1980-04-01T00:00:00Z","1.4","PDO"
"366","1980-05-01T00:00:00Z","1.39","PDO"
"367","1980-06-01T00:00:00Z","-0.27","PDO"
"368","1980-07-01T00:00:00Z","0.22","PDO"
"369","1980-08-01T00:00:00Z","0.28","PDO"
"370","1980-09-01T00:00:00Z","0.15","PDO"
"371","1980-10-01T00:00:00Z","1.44","PDO"
"372","1980-11-01T00:00:00Z","1.03","PDO"
"373","1980-12-01T00:00:00Z","0.6","PDO"
"374","1981-01-01T00:00:00Z","1.29","PDO"
"375","1981-02-01T00:00:00Z","1.43","PDO"
"376","1981-03-01T00:00:00Z","1.62","PDO"
"377","1981-04-01T00:00:00Z","1.46","PDO"
"378","1981-05-01T00:00:00Z","1.58","PDO"
"379","1981-06-01T00:00:00Z","1.88","PDO"
"380","1981-07-01T00:00:00Z","1.14","PDO"
"381","1981-08-01T00:00:00Z","0.36","PDO"
"382","1981-09-01T00:00:00Z","0.74","PDO"
"383","1981-10-01T00:00:00Z","0.02","PDO"
"384","1981-11-01T00:00:00Z","0.64","PDO"
"385","1981-12-01T00:00:00Z","0.87","PDO"
"386","1982-01-01T00:00:00Z","0.31","PDO"
"387","1982-02-01T00:00:00Z","0.02","PDO"
"388","1982-03-01T00:00:00Z","0.09","PDO"
"389","1982-04-01T00:00:00Z","-0.19","PDO"
"390","1982-05-01T00:00:00Z","-0.6","PDO"
"391","1982-06-01T00:00:00Z","-0.61","PDO"
"392","1982-07-01T00:00:00Z","0.67","PDO"
"393","1982-08-01T00:00:00Z","0.62","PDO"
"394","1982-09-01T00:00:00Z","1.06","PDO"
"395","1982-10-01T00:00:00Z","0.6","PDO"
"396","1982-11-01T00:00:00Z","-0.19","PDO"
"397","1982-12-01T00:00:00Z","0.42","PDO"
"398","1983-01-01T00:00:00Z","0.75","PDO"
"399","1983-02-01T00:00:00Z","1.48","PDO"
"400","1983-03-01T00:00:00Z","2.24","PDO"
"401","1983-04-01T00:00:00Z","1.92","PDO"
"402","1983-05-01T00:00:00Z","1.61","PDO"
"403","1983-06-01T00:00:00Z","2.23","PDO"
"404","1983-07-01T00:00:00Z","2.88","PDO"
"405","1983-08-01T00:00:00Z","1.77","PDO"
"406","1983-09-01T00:00:00Z","0.9","PDO"
"407","1983-10-01T00:00:00Z","0.97","PDO"
"408","1983-11-01T00:00:00Z","1.35","PDO"
"409","1983-12-01T00:00:00Z","1.71","PDO"
"410","1984-01-01T00:00:00Z","1.42","PDO"
"411","1984-02-01T00:00:00Z","1.36","PDO"
"412","1984-03-01T00:00:00Z","1.76","PDO"
"413","1984-04-01T00:00:00Z","1.32","PDO"
"414","1984-05-01T00:00:00Z","1.19","PDO"
"415","1984-06-01T00:00:00Z","-0.01","PDO"
"416","1984-07-01T00:00:00Z","0.13","PDO"
"417","1984-08-01T00:00:00Z","0.58","PDO"
"418","1984-09-01T00:00:00Z","0.6","PDO"
"419","1984-10-01T00:00:00Z","0.67","PDO"
"420","1984-11-01T00:00:00Z","0.61","PDO"
"421","1984-12-01T00:00:00Z","0.51","PDO"
"422","1985-01-01T00:00:00Z","0.87","PDO"
"423","1985-02-01T00:00:00Z","0.61","PDO"
"424","1985-03-01T00:00:00Z","0.05","PDO"
"425","1985-04-01T00:00:00Z","-0.07","PDO"
"426","1985-05-01T00:00:00Z","-0.21","PDO"
"427","1985-06-01T00:00:00Z","0.41","PDO"
"428","1985-07-01T00:00:00Z","0.92","PDO"
"429","1985-08-01T00:00:00Z","0.75","PDO"
"430","1985-09-01T00:00:00Z","0.58","PDO"
"431","1985-10-01T00:00:00Z","0.43","PDO"
"432","1985-11-01T00:00:00Z","-0.63","PDO"
"433","1985-12-01T00:00:00Z","0.29","PDO"
"434","1986-01-01T00:00:00Z","1.06","PDO"
"435","1986-02-01T00:00:00Z","1.65","PDO"
"436","1986-03-01T00:00:00Z","1.89","PDO"
"437","1986-04-01T00:00:00Z","1.4","PDO"
"438","1986-05-01T00:00:00Z","1.06","PDO"
"439","1986-06-01T00:00:00Z","0.88","PDO"
"440","1986-07-01T00:00:00Z","1.51","PDO"
"441","1986-08-01T00:00:00Z","0.35","PDO"
"442","1986-09-01T00:00:00Z","0.41","PDO"
"443","1986-10-01T00:00:00Z","1.14","PDO"
"444","1986-11-01T00:00:00Z","1.64","PDO"
"445","1986-12-01T00:00:00Z","1.64","PDO"
"446","1987-01-01T00:00:00Z","1.67","PDO"
"447","1987-02-01T00:00:00Z","1.92","PDO"
"448","1987-03-01T00:00:00Z","1.89","PDO"
"449","1987-04-01T00:00:00Z","2.01","PDO"
"450","1987-05-01T00:00:00Z","1.64","PDO"
"451","1987-06-01T00:00:00Z","0.84","PDO"
"452","1987-07-01T00:00:00Z","2.36","PDO"
"453","1987-08-01T00:00:00Z","2.63","PDO"
"454","1987-09-01T00:00:00Z","2.32","PDO"
"455","1987-10-01T00:00:00Z","1.45","PDO"
"456","1987-11-01T00:00:00Z","1.42","PDO"
"457","1987-12-01T00:00:00Z","1.38","PDO"
"458","1988-01-01T00:00:00Z","0.86","PDO"
"459","1988-02-01T00:00:00Z","1.13","PDO"
"460","1988-03-01T00:00:00Z","1.22","PDO"
"461","1988-04-01T00:00:00Z","1.02","PDO"
"462","1988-05-01T00:00:00Z","1.0","PDO"
"463","1988-06-01T00:00:00Z","0.79","PDO"
"464","1988-07-01T00:00:00Z","0.53","PDO"
"465","1988-08-01T00:00:00Z","-0.11","PDO"
"466","1988-09-01T00:00:00Z","-0.18","PDO"
"467","1988-10-01T00:00:00Z","0.04","PDO"
"468","1988-11-01T00:00:00Z","0.08","PDO"
"469","1988-12-01T00:00:00Z","-0.06","PDO"
"470","1989-01-01T00:00:00Z","-0.96","PDO"
"471","1989-02-01T00:00:00Z","-1.13","PDO"
"472","1989-03-01T00:00:00Z","-0.79","PDO"
"473","1989-04-01T00:00:00Z","0.04","PDO"
"474","1989-05-01T00:00:00Z","0.1","PDO"
"475","1989-06-01T00:00:00Z","0.18","PDO"
"476","1989-07-01T00:00:00Z","0.81","PDO"
"477","1989-08-01T00:00:00Z","-0.08","PDO"
"478","1989-09-01T00:00:00Z","-0.32","PDO"
"479","1989-10-01T00:00:00Z","-0.42","PDO"
"480","1989-11-01T00:00:00Z","-0.73","PDO"
"481","1989-12-01T00:00:00Z","-0.06","PDO"
"482","1990-01-01T00:00:00Z","-0.32","PDO"
"483","1990-02-01T00:00:00Z","-0.71","PDO"
"484","1990-03-01T00:00:00Z","-0.54","PDO"
"485","1990-04-01T00:00:00Z","0.36","PDO"
"486","1990-05-01T00:00:00Z","0.13","PDO"
"487","1990-06-01T00:00:00Z","0.01","PDO"
"488","1990-07-01T00:00:00Z","0.11","PDO"
"489","1990-08-01T00:00:00Z","0.1","PDO"
"490","1990-09-01T00:00:00Z","0.14","PDO"
"491","1990-10-01T00:00:00Z","-0.68","PDO"
"492","1990-11-01T00:00:00Z","-1.57","PDO"
"493","1990-12-01T00:00:00Z","-1.93","PDO"
"494","1991-01-01T00:00:00Z","-1.57","PDO"
"495","1991-02-01T00:00:00Z","-0.76","PDO"
"496","1991-03-01T00:00:00Z","-0.63","PDO"
"497","1991-04-01T00:00:00Z","-1.04","PDO"
"498","1991-05-01T00:00:00Z","-1.04","PDO"
"499","1991-06-01T00:00:00Z","-1.87","PDO"
"500","1991-07-01T00:00:00Z","-1.22","PDO"
"501","1991-08-01T00:00:00Z","-0.14","PDO"
"502","1991-09-01T00:00:00Z","0.74","PDO"
"503","1991-10-01T00:00:00Z","0.46","PDO"
"504","1991-11-01T00:00:00Z","0.37","PDO"
"505","1991-12-01T00:00:00Z","-0.14","PDO"
"506","1992-01-01T00:00:00Z","0.3","PDO"
"507","1992-02-01T00:00:00Z","0.46","PDO"
